,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
s1-11,0.0203841,-0.22693163,0.0655174,-0.16826957,0.15195067,-0.14219986,-0.031736307,0.24102324,-0.0019461345,0.17680737,-0.119020715,-0.19247803,-0.0046093035,0.078410126,-0.10000188,0.26783955,0.15766633,0.051692806,0.019104138,-0.076866284,0.06583212,-0.23015584,-0.32812363,0.24575579,0.075385004,0.13684368,-0.05681709,0.28820696,0.088333964,0.2138872,0.30248994,-0.22053641
s1-12,0.049363993,0.009312902,-0.2004489,-0.1255071,-0.22329095,0.1556317,-0.12800284,0.12823352,0.2352438,-0.0068209707,0.20723452,-0.17196879,-0.11656883,-0.13362692,0.08295101,-0.04143517,-0.21155055,-0.06859936,-0.13363418,0.14845759,0.06538814,-0.3486001,-0.1035832,0.07866274,0.10369581,-0.03710105,0.022071961,0.12056668,-0.5604396,0.10510214,0.021198176,-0.0044726394
s1-13,0.030683033,-0.09793168,-0.046980277,0.11717308,0.1280203,0.22897416,-0.34206897,-0.21766512,-0.09411478,-0.19513094,-0.12572366,0.19480926,-0.24553007,-0.044070616,0.073887825,0.13012162,0.0050766123,-0.09091477,0.021435801,0.3113234,-0.36607188,0.05731588,-0.25591183,0.003322797,0.18579257,0.11586235,0.18258497,-0.1033392,0.075982764,0.10895135,0.2569853,0.010934164
s1-14,0.015643539,0.017707668,-0.07667928,0.045480512,0.015496296,0.07375103,-0.30109376,-0.351805,0.060526557,0.07376687,-0.08820755,0.08752906,-0.21319243,0.2946219,0.028862344,0.42694208,0.069568865,-0.16922608,0.044977225,0.1734829,-0.21758842,0.07374965,-0.17600583,0.019914437,0.08299849,0.17269494,0.29407048,0.14123785,-0.16635108,-0.062429063,0.10904579,-0.15942895
s1-15,0.15591681,0.05087751,0.10031498,0.17299059,-0.14762284,0.012473389,-0.2083671,-0.088643715,-0.02164606,0.022641852,0.01701281,0.2224383,-0.23378944,0.3243561,-0.009100392,0.4620993,-0.16249922,-0.15037006,-0.055673335,0.23507881,-0.13850264,-0.17863145,-0.027691938,0.08494683,0.13793643,0.22216484,0.06438048,0.15457697,-0.17839801,0.16182825,-0.101278186,0.06984199
s1-16,0.12189086,-0.0130573185,2.0023435e-06,0.21900222,0.07913646,-0.033591934,-0.2960001,-0.1313843,0.03618413,-0.019497862,0.3389115,0.27951863,-0.108444184,0.020311613,0.121479206,0.32220584,-0.14164786,-0.06822155,-0.26860738,0.12691958,0.047303926,-0.08255933,-0.17020988,0.2874818,0.23953226,0.12562805,-0.18561178,0.21343058,0.011654431,0.09759454,0.16438723,-0.14455013
s1-17,-0.012008274,-0.04495772,-0.13118617,0.16756192,-0.22637852,-0.12908228,0.035701316,-0.066564314,0.062727086,-0.011459382,0.32985264,0.29697633,0.0076357443,0.25395322,-0.072839506,0.3693977,0.00053370744,0.0065669045,-0.074817866,-0.1397619,-0.2119003,-0.2331792,0.07583351,0.3525588,0.15394774,0.09983115,-0.12642002,0.13673054,-0.10803042,0.18763259,-0.044657774,-0.0024317945
s1-18,-0.10988933,-0.026797991,0.17606917,0.26027367,-0.3121178,0.015504174,0.110372484,-0.06882088,0.10187005,-0.05761081,0.20582011,-0.2167882,0.07520917,-0.16090192,-0.10406172,-0.0122174155,-0.08877666,0.108009115,-0.10589312,-0.08077119,-0.14850119,0.19189313,-0.04461643,0.23005316,0.123009086,-0.07449629,-0.05494693,0.16803911,-0.12054859,0.016887162,0.14770345,0.4274298
s1-19,-0.035650924,0.086534515,-0.03633208,0.35403895,-0.14506441,0.2603973,0.008144838,-0.15359062,-0.22354904,-0.06931391,0.0077744536,0.09875332,-0.13186502,-0.1339321,0.060439244,-0.02156566,-0.3417086,0.012470763,-0.19104457,0.10566841,-0.0058304854,-0.026296249,0.08968071,0.14499071,0.24879003,0.20816982,0.1933743,0.35020202,-0.2481331,0.008137196,0.039668694,0.23882589
s1-20,-0.05513116,-0.20106137,-0.0041633695,0.31169158,-0.38165057,0.1276902,0.06317658,-0.06958961,-0.09014489,-0.06448024,-0.05574432,-0.06652193,-0.092285275,0.13337247,0.13182227,-0.158804,-0.2186193,-0.041054934,-0.18328938,0.06440133,-0.07325877,0.09219585,0.25811213,0.27372655,0.17697945,0.21057019,0.21290317,0.14944494,-0.18604505,-0.037710086,0.18150741,0.14792566
s1-21,-0.05535442,-0.10197982,0.046090472,0.23313835,-0.27499765,-0.17853902,0.10868549,-0.27775025,0.17000856,0.0033497657,-0.023434345,-0.017517883,-0.12979518,-0.013035752,0.026776925,-0.043548636,0.09212306,0.114210434,-0.046045627,-0.049931772,-0.3300834,0.30218643,0.23924536,0.22827262,-0.014263904,0.007502906,0.18552777,0.31139407,-0.090618506,0.0072268546,0.09320431,0.30034715
s1-22,-0.07724868,-0.11339384,0.12188946,0.33845744,-0.13144189,-0.05878895,0.112670906,-0.17639877,0.12415387,-0.030091947,-0.15621866,-0.22717606,-0.042435367,-0.049817868,0.058317043,-0.025485333,-0.005238928,0.24880993,0.036567338,-0.054206453,-0.33470356,0.14162882,0.14634287,0.03188706,0.14037417,-0.051985145,0.29072392,0.24702741,-0.063022405,-0.0306679,0.15396777,0.30656168
s1-23,-0.21301256,0.054423817,0.011132259,0.16774026,-0.1798676,0.051836513,0.1126713,-0.31214553,-0.05770967,-0.074353665,-0.18688747,0.00059055164,-0.1601208,-0.05784724,0.028570894,-0.07488726,-0.12016732,0.08112931,0.04573833,0.08411717,-0.23696396,0.3281918,0.22301972,0.10193507,-0.04988967,0.079123735,0.19932657,0.23644507,-0.26209462,-0.26581994,0.21176359,0.26053512
s1-24,-0.17256314,-0.13992317,0.063383214,0.20603302,-0.2216687,-0.07466187,-0.04995128,-0.34752202,-0.035131484,0.08126366,-0.03333544,0.0091008805,-0.023367874,0.117666215,0.101675816,0.05633069,-0.20440206,0.060298085,0.116580606,0.18508148,-0.1376028,0.0946368,0.32068723,-0.06358418,0.04555562,0.068495505,0.3975415,0.27017236,0.10379231,-0.15593004,0.19284509,0.2767734
s1-25,0.08672418,-0.07298428,0.09342316,0.21686807,-0.19242238,-0.26285326,0.06484657,-0.21096486,0.2653613,0.0041480586,0.23270954,-0.102424465,-0.1773514,0.16445255,-0.11545722,0.13724376,-0.13272254,-9.462051e-05,-0.054205436,-0.1438646,-0.37955427,0.06764722,0.03183811,0.24683166,-0.052446947,-0.01948745,-0.1330707,0.26616925,-0.01708506,-0.16258496,0.22795498,0.23201403
s1-26,-0.0139359655,0.039956752,0.43165308,0.058456406,0.11759359,0.14553583,0.13629541,-0.095859274,-0.0030913278,-0.1270665,-0.20423281,0.13067546,-0.07138977,-0.19394831,-0.10761511,-0.37627316,-0.0035971724,0.11856416,0.07348558,0.063952655,0.10692586,0.0135092,-0.08062979,0.26932356,0.22103146,0.18627563,-0.019414794,0.28634912,-0.031117596,-0.23734662,0.04781823,0.19619367
s1-27,-0.104965374,-0.05354894,0.3697086,0.22252417,0.059725188,0.14721547,0.093420245,-0.09559498,-0.121310964,-0.13556664,0.009807837,0.27969572,-0.045075204,-0.07422708,-0.26424217,-0.3220971,-0.004382206,0.11489833,-0.023433985,0.08089517,0.20170906,0.09581497,0.037650257,0.22023647,0.119844705,0.045769945,0.069631435,0.3456148,-0.0979392,-0.086954564,0.058304723,0.2716228
s1-28,-0.13387312,-0.047404256,0.25101903,0.07009313,-0.109862804,-0.09328406,0.1794898,-0.1351992,0.0400768,-0.14240715,0.007337708,0.077636145,-0.08840397,0.05600974,-0.027822457,-0.18604355,0.10839587,0.16669965,-0.047551773,-0.19799119,-0.02586529,-0.032948013,0.05813235,0.20378248,0.14889456,-0.052879028,0.033544444,0.55641365,0.22731784,-0.09427527,0.13494988,0.29253715
s1-29,-0.07063093,0.038594447,0.124197185,0.13333665,-0.090473995,0.18435484,0.2010311,-0.28211337,-0.079717875,-0.101027235,-0.1242483,0.0031709746,-0.16455834,-0.060016856,-0.2432845,-0.35612458,-0.040571373,0.14325391,-0.046410516,-0.11789684,0.079642296,0.1468442,-0.031139066,0.09784943,0.106163144,0.04446119,0.048126608,0.35729614,-0.18182817,-0.18017441,0.16613315,0.222651
s1-30,-0.16074227,-0.071384765,0.07855035,0.13231573,0.07455338,0.26706475,0.10204347,-0.21572804,-0.20171157,-0.18716972,-0.20872933,-0.043962058,-0.23532937,0.024621367,0.1703766,-0.18398556,-0.17413574,0.34359428,-0.029942594,-0.018914402,0.15279059,0.16254307,0.05998598,-0.16787708,0.11876555,0.14968842,0.14011182,0.22100922,0.15147519,-0.04208923,0.13472202,0.25257942
s1-31,-0.110850856,-0.10308226,-0.085543066,0.23619953,-0.22316213,-0.1234313,0.2408432,-0.32699496,-0.08817749,0.08102911,-0.14212796,-0.063041605,-0.06253928,0.11476894,0.019274592,-0.0009665005,0.040039085,0.2506013,0.051979378,-0.18150513,-0.33884966,0.09740741,0.097561136,-0.035999585,0.019861873,0.017690191,0.17530952,0.37560177,-0.014909833,-0.13696848,0.11330648,0.22585045
s1-32,-0.021288091,-0.1538404,0.11053122,0.13709068,-0.05007071,-0.03985079,0.2870334,-0.1290488,-0.013857493,0.05394102,-0.153274,0.36890274,0.12227671,0.12990405,0.14855246,-0.08472673,-0.07428938,0.3211515,-0.083918914,-0.052065972,0.026531616,-0.05241056,0.08693042,0.048674148,0.026100213,0.14524843,0.14679466,0.5074761,-0.20125201,-0.0060668937,-0.024839984,0.18163805
s1-33,-0.06091227,-0.092375934,0.22644565,0.088550545,0.12151499,0.18843797,0.17324255,-0.12300901,-0.031623315,0.04703229,-0.11865902,0.29662758,0.05180466,-0.2510616,0.0044518113,-0.2805216,0.028924707,0.313241,-0.059533037,-0.04553117,0.14193325,0.018611915,-0.14245923,0.027251422,0.1261693,0.12228491,0.1357779,0.37707484,-0.34598804,-0.058866553,-0.081420094,0.14755926
s1-34,-0.050537474,-0.07283827,0.04527018,0.10647876,0.012042471,0.27954128,0.16080984,-0.09136434,-0.08095108,0.07000766,-0.24437946,0.29345566,0.000955672,-0.25867373,0.121416405,-0.17734697,-0.07367456,0.27658153,-0.014533959,0.056012005,0.25912833,-0.08145426,0.096378684,0.014991131,0.14672896,0.34452534,0.08713034,0.36909202,-0.12946457,-0.07713677,0.097153485,0.020382527
s1-35,-0.21143019,-0.07245915,0.037799165,-0.0074791033,-0.24500316,0.0032824762,0.2737301,-0.10398838,-0.028744005,-0.04149518,-0.22778423,0.09552903,-0.12674454,-0.13538219,0.27599338,-0.19513175,0.0699678,0.22979575,-0.071751855,-0.113549285,-0.07376548,-0.031645145,-0.041707862,0.018728267,0.15637532,0.12889141,0.03164868,0.5355803,-0.02294017,-0.13971716,0.12859558,0.10229008
s1-36,0.021832181,0.06638501,0.009416785,0.068479285,-0.37808472,-0.109609395,0.09663867,-0.22874343,0.101046324,-0.02522269,-0.17460449,0.37263185,0.0015184022,-0.12588221,0.21694034,0.19453919,0.1827457,0.062402222,0.06615252,0.17988043,0.042535488,0.14382848,0.33577132,-0.10080462,0.21239066,0.06291008,0.122266345,0.16240719,-0.016363671,0.059343327,-0.3398373,-0.00666896
s1-37,-0.043139603,-0.039616145,-0.04353115,0.140189,-0.29458642,0.056995377,-0.012782261,-0.057414815,0.10727166,-0.1253821,-0.1403535,0.2646268,-0.04545076,-0.14625657,0.19142571,0.0759649,0.0580246,0.05422976,0.16628616,0.23806769,-0.074829325,0.10586848,0.5008569,-0.217524,0.13821644,-0.031331215,0.09133623,0.020422619,0.3177778,0.1897172,-0.15747562,0.20062712
s1-38,0.1408176,0.11902781,0.07658905,0.16034365,-0.120930694,0.08158194,0.042861838,-0.04095228,0.15121767,-0.046982393,-0.24006736,0.26226485,-0.04772173,0.0033948533,0.22037625,0.16521844,-0.045105852,0.2786656,0.08084062,0.07912485,0.2830302,0.08925565,0.26510292,-0.34669572,0.14539072,-0.006146266,0.2103626,0.16468969,0.21608317,0.26583487,-0.055764508,0.040335163
s1-39,0.0523685,0.08963393,-0.1046414,0.03369275,-0.27848035,0.0455378,-0.0026017562,0.15992993,0.0767491,-0.14778358,-0.12963209,-0.010802373,-0.01314982,-0.14019264,0.14428812,-0.22970967,-0.10142886,-0.07195707,0.05444664,0.2227413,0.23978448,-0.024041418,0.41840595,-0.49700004,-0.024782997,0.051830374,0.07701464,0.06756355,-0.08552645,0.28553662,0.067844294,0.109637424
s1-40,-0.16494043,0.14094162,-0.07428589,-0.04904177,-0.124394074,0.028821228,0.048662476,-0.06528748,0.047236387,0.07175948,-0.20000544,0.0650047,0.066492096,-0.1450605,0.2962678,0.2018992,-0.08272697,0.26753753,0.16156366,0.17294803,0.41919994,0.08008336,0.006170663,-0.4057932,-0.0069666654,-0.087108545,0.13708389,-0.01295096,-0.20415536,-0.027935531,0.11687469,-0.23087472
s1-41,0.039391994,0.0067572994,-0.17321366,-0.2035213,-0.20858073,-0.19951841,-0.1523031,0.1423324,0.28016567,0.19535086,-0.11980428,0.070064954,0.13787632,-0.4413445,0.41584408,0.046213374,-0.07125178,-0.02419382,0.064598724,0.21681754,0.0026887618,-0.06804497,-0.17533791,-0.14073703,0.0024053808,-0.13324213,0.1167174,-0.031863376,-0.1734463,-0.017286342,0.00522571,0.12650074
s1-42,-0.1554232,-0.075091295,-0.29535532,-0.4365466,0.010521205,-0.16468364,-0.010825023,0.21089283,0.056048274,0.24142429,-0.022128655,-0.081291616,-0.1336138,-0.20310107,0.3233003,0.19905907,0.02035943,0.05378899,0.09351777,0.07990168,-0.1079971,0.0021850644,-0.11271369,-0.005456548,-0.12743253,0.1343163,0.24872509,-0.24980053,-0.061519083,0.16519046,0.14784709,0.0500333
s1-43,-0.012145944,-0.026354061,-0.11894633,-0.34636882,0.09985158,-0.25209108,0.06777012,0.26869744,0.020808922,0.17004877,0.26339993,0.23666504,-0.01159238,-0.24285132,0.15080385,0.2891782,0.21832843,0.093126655,-0.064242765,0.17024833,-0.03221806,-0.18432978,-0.17546506,0.25543824,-0.06780863,-0.008069825,0.12273121,0.12865876,0.075408235,0.1794289,0.112116426,0.072571166
s1-44,0.059880354,-0.19627261,-0.124267295,-0.25835893,0.06493606,-0.2885157,0.0034393726,0.25177217,-0.0321397,0.23690908,0.05307632,-0.04827678,-0.12384594,-0.058110368,0.1769023,0.15233077,0.14751115,0.062360216,0.09115147,0.10168881,-0.09075922,-0.17046195,-0.14918649,0.25911325,-0.07176834,0.078724004,0.10034186,0.21091512,0.012103114,0.31521,0.19654876,0.2530259
s1-45,0.019096985,-0.18009439,-0.094763845,-0.2878579,0.11490635,-0.2565855,0.022408798,0.30131423,-0.03038299,0.16529422,0.0893837,-0.041206956,-0.046884697,0.05095448,0.1616103,0.17438085,0.10519646,0.048037,0.045697052,-0.021094708,0.10838288,-0.34550744,-0.14791009,0.3998599,-0.012228298,0.12308024,0.091708526,0.23423398,0.11489071,0.20522588,0.28732306,0.011831595
s1-46,0.10767252,-0.17274448,0.011801623,-0.24828187,0.05635213,-0.02597983,0.1279687,0.3375734,-0.18408147,0.15244041,0.015119903,-0.3391186,-0.04165135,-0.052403387,-0.16027856,0.011635165,-0.0053110737,0.07328819,0.048728414,-0.048309285,0.10276817,-0.28841627,-0.14376268,0.3988715,0.033136815,0.11353296,-0.13250329,0.1930753,0.0029345602,0.18778633,0.30220515,0.041252457
s1-47,0.24273258,-0.2888685,0.022411892,-0.10469603,0.09398007,-0.062116638,-0.0049519055,0.25033632,0.060925122,0.31682843,-0.15146895,-0.114564925,0.17382333,-0.05800652,-0.022951007,0.056663882,0.10273883,-0.07123243,0.1074211,-0.12316638,0.07279006,-0.3047323,-0.29228896,0.318269,0.06969988,0.104304776,0.09335303,0.098137096,-0.085973985,0.20539504,0.06867578,-0.20962045
s1-48,0.21962237,-0.06279105,-0.058106612,-0.056790277,-0.16927235,0.16761181,-0.031711105,0.20970994,0.0329014,0.033724498,0.14465918,-0.29002485,-0.030736053,-0.15986347,-0.08961446,0.053074464,-0.32946825,-0.12712707,-0.16785315,0.055071186,0.05319018,-0.27759343,-0.094790965,0.18960574,0.14226887,0.07695848,-0.2282856,-0.0019897595,-0.47765148,0.16149691,0.18786325,0.079774
s1-49,0.074196436,0.06746379,-0.18099292,0.0037537888,-0.40645087,0.013725159,-0.18540433,0.003409814,0.24593836,0.051286638,-0.010538349,-0.21513945,0.0016946588,0.081843175,-0.03291907,0.11534232,-0.2572909,-0.3473817,-0.03719689,0.062323503,-0.20980334,-0.24832255,0.011788091,-0.11337237,-0.057324857,0.25027412,0.17379153,-0.13255595,-0.18897794,-0.012559465,0.23672223,0.20062566
s1-50,0.23521101,0.059941158,-0.07165683,0.15107009,-0.19551238,0.00786612,-0.22152893,-0.08444728,-0.03682746,0.06268515,0.13226835,0.27167362,-0.036933757,0.21494408,-0.18451026,0.38482597,-0.2089011,-0.07612565,-0.016189491,0.27518892,-0.2699473,-0.20568722,0.21831554,0.1659052,0.13284668,0.17547819,0.1328091,0.06339782,-0.091184884,0.13239066,0.07300085,0.019185046
s1-51,0.05730871,-0.06439764,-0.13128658,0.19328691,0.032686677,0.049894057,-0.18550718,-0.144985,-0.18580675,-0.066498935,0.16324225,0.26763183,-0.18236488,0.11963307,0.1827137,0.58621013,-0.02128252,0.005815666,-0.034396283,0.18926157,-0.25005,-0.0021200832,-0.11108115,0.12689626,0.1482211,0.10133258,0.10798639,0.17581046,-0.07063278,0.19949296,0.03393375,0.09669519
s1-52,0.112313166,0.12371734,0.0036961958,0.13756469,-0.052422818,0.111103736,-0.37109226,-0.14901428,-0.030875053,-0.1019766,0.18846738,0.520612,-0.071088016,0.19155982,-0.07682649,0.21567345,-0.25604844,-0.17185482,-0.0869866,0.32512993,-0.013532475,-0.06399763,-0.024482314,0.12528753,0.13044602,0.05589174,-0.011357088,0.092882186,-0.14512125,0.08379266,-0.015543002,0.04424555
s1-53,0.121110134,0.056674752,0.19188541,0.1479453,0.08316214,-0.048812915,-0.12007144,-0.10759211,0.039467715,-0.08654738,0.107145086,0.6109046,0.028956793,0.32792568,-0.06483349,0.15070358,0.14447878,-0.017521199,-0.03328065,0.20070721,-0.03816394,0.027088841,0.09775935,0.18699425,-0.0006581601,-0.1720919,-0.06978053,0.24341945,-0.14875242,0.108829334,-0.23920171,0.13239479
s1-54,-0.02002671,0.11387384,0.054512516,0.19436003,-0.13907602,-0.0029267482,0.16793624,-0.1922468,-0.05396702,-0.1860332,0.071500316,0.18442221,-0.08320322,0.028134882,-0.16595402,-0.030946132,0.015046941,0.07333067,-0.08358826,-0.06572767,-0.15992473,0.13147694,0.23762374,0.28149354,0.14996274,0.051367763,0.03317741,0.3675697,-0.11873618,0.11159001,0.114268824,0.38227594
s1-55,-0.0027875379,-0.03202863,0.037954595,0.27746856,-0.11096166,-0.054900393,0.27362585,-0.19452667,-0.21707177,-0.02332168,-0.070725165,0.049039576,-0.11543414,0.14022306,-0.0023852997,-0.07155887,-0.06276193,0.06636298,-0.11431578,-0.15155844,-0.15172212,0.14830658,0.27792484,0.26817182,0.22804886,-0.01996686,0.16706118,0.31983948,0.061231524,0.13648179,0.13872081,0.29123092
s1-56,0.00041021593,-0.046809018,-0.027129881,0.2865464,-0.30188254,-0.0059408005,0.091692165,-0.18032697,-0.10009733,-0.025416762,-0.0413576,-0.19679439,-0.14892174,0.0398072,0.11192393,0.07652398,-0.063338384,0.082791016,-0.0775327,-0.028726509,-0.3029854,0.034560744,0.2323597,0.18247245,0.14651127,0.06735559,0.2802778,0.32818782,0.0034518056,0.11488697,0.1681267,0.33899087
s1-57,0.0051618293,-0.015507318,-0.1004933,0.30917567,-0.33976907,-0.02468814,0.35230836,-0.15191467,-0.13754068,-0.046072084,-0.054049622,-0.124879256,-0.16531888,-0.1387713,-0.09184815,-0.13539621,0.0006105229,0.039433844,-0.0062246807,0.008108418,-0.1947699,0.14231177,0.29896283,0.17169864,0.17195715,0.12522522,0.1718861,0.18660642,-0.07463825,0.008917659,0.14653142,0.3207173
s1-58,-0.09077794,-0.011253614,-0.12627804,0.1322298,-0.3741343,-0.038262933,0.30449873,-0.19624552,-0.11078045,0.024899878,-0.120688535,0.014264882,-0.13850974,0.0712559,0.04310955,-0.039053626,-0.19923423,0.1447342,0.0687386,0.022595618,-0.18184853,0.104643874,0.41212797,0.10844403,0.0038152514,0.21858779,0.16560337,0.16147801,-0.15787026,0.02952288,0.19000205,0.21081728
s1-59,-0.025782108,-0.026162812,0.18601212,0.19760448,-0.25089994,-0.06413272,0.10385473,-0.2340238,-0.040483885,-0.06752647,-0.04886515,-0.1721913,-0.14361143,0.03460046,0.04126098,-0.006659735,-0.16645208,0.17916282,0.009228148,0.06396805,-0.013469997,0.23487231,0.32455987,-0.030089807,-0.02625947,0.13282792,0.1949997,0.2817314,0.028815512,-0.08115172,0.2632223,0.44499195
s1-60,-0.12958667,-0.022280928,0.1297477,0.21693188,-0.13319646,-0.17184967,0.09995974,-0.27275515,0.14728929,-0.15143844,0.008689013,0.02391297,-0.20730244,-0.057578746,-0.11990168,-0.11446747,0.06621981,0.008584499,0.088340975,-0.047483966,-0.21572793,0.2748355,0.18281925,0.1574354,-0.006836216,-0.10056722,0.04666786,0.27574772,0.0006788112,-0.078489095,0.17378344,0.44030923
s1-61,-0.09219662,-0.10070078,0.27937603,0.22711,-0.20020196,0.15673798,0.09853891,-0.19176397,-0.10389019,-0.16789855,0.040470384,-0.10435477,-0.1837526,-0.016548365,0.010416295,-0.23777068,-0.19638176,-0.099095166,-0.018425778,0.1705185,0.03595105,0.1547005,0.23209271,0.12037277,0.21319625,0.05260362,0.18508935,0.042870384,0.2666043,0.01989286,0.0728909,0.40394506
s1-62,-0.08518157,-0.18743151,0.16670509,0.13439906,-0.13803138,0.0045743436,0.14021954,-0.08180374,-0.13502568,-0.094507545,0.22569013,-0.061584607,-0.092745736,0.1721684,-0.091191344,-0.28036687,-0.19629768,0.092481226,-0.032848522,0.05147252,-0.12308977,0.08323905,0.17096546,0.38405377,0.21265295,0.036107507,0.12978645,0.10727521,0.21002716,-0.03764342,0.20499787,0.32834622
s1-63,-0.0732875,-0.08258372,0.3373866,0.11965237,0.017595805,-0.061027665,0.13408916,-0.11484326,0.0426427,-0.09296416,0.12199241,0.0912673,-0.036532786,0.09689553,-0.10434068,-0.27696818,-0.059575953,0.09729543,-0.06837757,-0.15061039,0.12075459,0.07029573,-0.023477715,0.3871135,0.22169381,-0.0075848624,-0.14036968,0.4759121,0.12484661,-0.09490523,0.1599549,0.1848675
s1-64,-0.026122369,0.10138995,0.26981336,0.06767298,-0.039126243,-0.08693972,0.2489612,-0.11545545,0.04669065,-0.32344142,-0.06253272,-0.05377118,-0.11966388,-0.107438505,-0.1653451,-0.18235244,0.128796,-0.01078278,-0.06437995,-0.19606099,0.054529015,0.1714388,0.10497809,0.2227793,0.18049163,-0.09734617,-0.24945992,0.32316357,0.10774875,-0.040495448,0.109720565,0.3158372
