,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
s1-10,-0.0054289964,-0.24439153,0.1496953,-0.19010234,0.019282311,-0.01113902,-0.36933875,0.029280815,0.08393499,0.14860755,0.2680782,0.053660132,-0.411852,-0.18218544,-0.2731455,0.1787408,0.001985278,0.04818983,0.030339435,-0.14326155,-0.026439734,-0.14611265,-0.19722734,-0.044046734,0.15882103,0.07923308,-0.098799065,-0.040247895,0.07588578,-0.012939205,0.1988243,-0.28318352
s1-11,-0.053190123,-0.38150463,0.076817356,-0.25087643,0.013406105,-0.08821611,-0.32130104,0.025649209,0.09679501,0.17806229,0.29617822,0.030735517,-0.2818768,-0.27362978,-0.30711594,0.060615614,-0.004779713,0.045393907,0.13689151,-0.18512264,-0.07357861,-0.14638782,-0.144932,-0.115004055,0.1929762,0.046570078,-0.02647087,0.033080857,0.091766,0.006477223,0.16487987,-0.18746853
s1-12,0.028161798,-0.10238842,0.0063131265,-0.17611936,0.09429782,-0.03639824,-0.12253841,-0.23598082,-0.14334704,0.02422793,0.24481946,0.05274519,0.058471084,-0.15390162,-0.12632605,0.25474954,-0.11973378,0.09001136,0.15977515,-0.17120238,-0.17097083,0.038773075,-0.21821715,-0.21193525,0.14681503,0.0715365,0.0106579475,0.22510013,0.3540931,0.07738828,0.43036443,-0.0329566
s1-13,-0.030773252,-0.1515561,0.090360604,-0.089904904,0.15979822,-0.09649691,-0.26346445,-0.19860883,-0.1651486,0.031883277,0.26655146,-0.027094845,0.10201836,-0.26014367,-0.06307542,0.20478687,-0.10348057,0.12538102,0.11394458,-0.2579398,-0.14687096,-0.16037846,-0.13119161,-0.15017334,0.13689482,0.15709578,0.034814745,0.20004617,0.29471436,-0.062582076,0.40212688,-0.086726695
s1-14,-0.05189001,-0.06460758,0.025574002,-0.13279545,0.2916736,-0.053560212,-0.17746833,-0.20884395,-0.18600863,-0.0261652,0.20784776,-0.0416054,0.112254865,-0.19449785,-0.046880037,0.127992,-0.14866349,0.096086495,0.121731736,-0.25002697,-0.18779172,-0.13303658,-0.10595162,-0.30525282,0.16126111,0.07893727,0.019125478,0.25616342,0.28856075,-0.025017694,0.32667732,-0.13943198
s1-15,-0.003513692,-0.0016217967,0.020176392,-0.16526836,0.14457789,-0.038507484,-0.2128498,-0.19474265,-0.16074616,0.006644085,0.27293664,-0.007661313,0.008899627,-0.1803224,-0.13928543,0.23534559,-0.16855277,0.117924176,0.101376966,-0.24573606,-0.24387683,-0.12371901,-0.113436304,-0.16457787,0.15085845,0.06835905,0.069281176,0.2470847,0.32452327,0.08910331,0.34378225,-0.1186496
s1-16,0.0774921,-0.057445295,0.081373826,-0.09801359,0.198749,-0.12760432,-0.20246102,-0.16889915,-0.112087704,0.005227018,0.25142342,-0.0383986,0.11822391,-0.13877423,-0.14784227,0.25429857,-0.08723888,0.06762248,0.14002249,-0.20019534,-0.17089349,-0.051968396,-0.27697647,-0.11353484,0.11798078,0.14833176,-0.035670828,0.15562189,0.3492087,-0.008961269,0.36355805,-0.037084986
s1-17,0.05185286,-0.22073853,0.099702746,-0.19440874,0.123001724,-0.09836373,-0.27786312,-0.12317002,-0.17785832,0.048332825,0.24739423,0.038225666,0.037613,-0.17242202,-0.17440315,0.20987836,-0.119852304,0.0057736076,0.16784899,-0.2604717,-0.1474022,-0.0685919,-0.22238156,-0.13176923,0.14178663,0.12653449,-0.107852295,0.1855499,0.3068817,-0.06308391,0.3251083,-0.096910484
s1-18,0.054234467,-0.14868149,0.17900649,-0.117265776,0.07169967,-0.13649605,-0.12773524,-0.23569664,-0.15050592,0.021711819,0.3139165,0.029685955,0.11092783,-0.124550864,-0.102119274,0.26172915,-0.04615195,0.115459464,0.20392573,-0.21526846,-0.10561049,-0.066136315,-0.24610233,-0.13619682,0.17539477,0.14207181,-0.017876187,0.2066347,0.32667446,-0.11746964,0.3402828,-0.033317965
s1-19,0.08674695,-0.06180331,0.0008424558,-0.17497338,0.024853721,-0.059640206,-0.18790439,-0.24178877,-0.10704462,0.08408502,0.25012198,0.048807498,0.031682,-0.040394627,-0.2246932,0.2903154,-0.10841192,-0.043575875,0.18140203,-0.18042406,-0.12157743,-0.12743801,-0.21442527,-0.08784154,0.12142363,0.17824517,0.00011519808,0.20948471,0.41787678,0.026990123,0.25059152,-0.030923381
s1-20,0.081960306,-0.06210392,0.12745377,-0.13347961,0.08109914,-0.10514219,-0.08156934,-0.25550777,-0.162725,0.024477085,0.26433998,0.1259316,0.060959175,-0.09078379,-0.18813238,0.32483596,0.006193485,0.0850223,0.15524101,-0.29893795,-0.16776815,-0.03348497,-0.2060609,-0.13325424,0.15576936,0.17564304,0.004088316,0.16923732,0.40364766,-0.092528954,0.28972018,-0.05810997
s1-21,0.15543033,-0.038255,0.13471976,-0.10540412,-0.066202834,-0.15734461,-0.21302226,-0.202809,-0.11237736,0.054413423,0.2245126,0.030655097,0.13905281,-0.019659717,-0.26353854,0.33278129,0.01637242,0.010044965,0.21536341,-0.25538322,-0.16116029,-0.046879716,-0.30436462,-0.040068846,0.05644757,0.16623966,-0.014113075,0.16559704,0.3965667,-0.09289931,0.24346694,0.051481042
s1-22,0.111709125,-0.0612826,0.14824922,-0.103198856,-0.06296655,-0.1319902,-0.25286168,-0.24408862,-0.12270416,0.05888676,0.21935879,0.0029990876,0.17959586,-0.06697259,-0.23451063,0.3233409,0.014553215,-0.03517495,0.2655841,-0.24914128,-0.15508702,-0.03241741,-0.2693069,0.016490828,0.11254029,0.19586395,-0.030680567,0.19655004,0.35067028,-0.14591601,0.22286978,0.039179977
s1-23,0.15998702,0.030819887,0.14406434,-0.11841331,0.0033174427,-0.14734305,-0.23829865,-0.2145464,-0.12769757,0.086769,0.19741392,-0.028820567,0.11015254,-0.103614,-0.25978464,0.3577683,-0.058531802,-0.034228973,0.2534768,-0.20306574,-0.14336932,-0.030650577,-0.31185636,0.028632602,0.078682266,0.17725115,-0.009783723,0.15954413,0.36460942,-0.07463929,0.23020479,-0.045808643
s1-24,0.21393603,-0.07880778,0.1727129,-0.15000874,-0.085178964,-0.18501547,-0.2680671,-0.12717535,-0.13581768,0.122415185,0.2370826,-0.029207574,0.03029223,-0.066918485,-0.2715171,0.3549872,0.0054567875,-0.024147077,0.20211208,-0.22292177,-0.1295649,-0.051173873,-0.22100072,0.014778225,0.10103223,0.17653897,-0.045083787,0.15253817,0.300358,-0.111658916,0.2561801,-0.049470026
s1-25,0.11846593,-0.028593298,0.1656031,-0.09904379,-0.009865409,-0.23014589,-0.2567219,-0.23738499,-0.08877483,0.085489854,0.22287107,-0.023719344,0.014912039,-0.098180294,-0.16965872,0.29967123,0.019380132,0.07404016,0.16015707,-0.19723725,-0.112933256,-0.060067937,-0.26255113,0.0034187143,0.102766015,0.14861864,0.067240596,0.2190871,0.35722914,-0.008472221,0.32780227,-0.028158164
s1-26,-0.011303522,-0.15742573,0.1040671,-0.23770577,0.14753109,-0.13706663,-0.24575466,-0.1789161,-0.07715064,0.12773967,0.2727823,0.0030803091,0.025466448,-0.17914647,-0.21061012,0.21951385,-0.071256466,-0.03498948,0.19954175,-0.24674502,-0.22452217,-0.12463687,-0.17181993,-0.13502178,0.15624896,0.10412201,0.021939741,0.20038316,0.34168905,-0.03851923,0.21684141,-0.110626295
s1-27,0.08186768,-0.16679761,0.17709117,-0.112096086,-0.071706906,-0.139338,-0.26710674,-0.13611378,-0.15786627,0.067255445,0.23238987,0.042519756,0.048972644,-0.12317014,-0.2379647,0.2976925,-0.031241596,0.02533877,0.18427722,-0.23193903,-0.1125977,-0.062043067,-0.2584622,-0.015814405,0.10109261,0.20127937,-0.082816124,0.10285731,0.3312747,-0.1373509,0.2931506,-0.09930051
s1-28,0.07800868,-0.06925865,0.043438863,-0.19418946,-0.007872425,-0.04989337,-0.20513238,-0.2153076,-0.05487936,-0.02798491,0.31418556,-0.013346835,0.20864774,-0.087667145,-0.20340508,0.2263231,-0.11349363,-0.03483443,0.23744377,-0.15097307,-0.17062423,-0.0908267,-0.29793596,-0.14213824,0.15611038,0.18040478,-0.05006268,0.1651381,0.35025987,-0.037578203,0.14990442,0.0040153554
s1-29,0.026868297,-0.15895921,0.08352728,-0.1648272,-0.034073234,-0.13894038,-0.23687744,-0.18021777,-0.013888739,0.11788278,0.3420306,0.023759048,0.08490775,-0.12308151,-0.23477383,0.31347543,-0.019095812,-0.030653905,0.22482148,-0.2094024,-0.16891745,-0.1047526,-0.2715041,-0.077853456,0.14648212,0.1577537,0.008683704,0.19171083,0.32562727,-0.034635883,0.23165394,-0.011958093
s1-30,0.13941354,-0.04355087,0.16115633,-0.15274447,-0.10330681,-0.12486087,-0.2699351,-0.17934217,-0.12313283,0.053374305,0.16574985,0.018517416,0.15286589,-0.054901488,-0.28032875,0.34224877,0.010029666,-0.0077416273,0.1760565,-0.21931134,-0.093133226,-0.020135412,-0.27063605,0.044420276,0.07369606,0.13805988,-0.010471018,0.1607646,0.45619503,-0.055736337,0.25724998,0.073123835
s1-31,0.06910017,-0.044211634,0.11346242,-0.15147156,-0.046538852,-0.08762028,-0.20617995,-0.22316246,-0.14902055,0.1235234,0.29432285,-0.0074076573,0.05641665,-0.08471466,-0.25421318,0.32419312,-0.12514305,-0.006437861,0.15951179,-0.2001106,-0.17071484,-0.079289876,-0.22786492,-0.10926172,0.11060402,0.13640088,0.05864507,0.18347125,0.3562465,-0.02415831,0.2989681,-0.05612497
s1-32,0.15745868,-0.04144336,0.121580854,-0.15274958,-0.019466884,-0.07642405,-0.21811068,-0.24236299,-0.123037726,0.030460808,0.2212776,0.010040328,0.1438606,-0.07207081,-0.18609633,0.36115587,0.039022557,-0.045175258,0.22551715,-0.2068593,-0.103598826,-0.0329321,-0.31289148,-0.07861926,0.12680614,0.15466967,-0.07694625,0.15232801,0.38631487,-0.103394434,0.26852065,-0.013098337
s1-33,0.10498567,-0.10288401,0.13559595,-0.24369887,-0.042257592,-0.07900155,-0.18279776,-0.1294846,-0.15372689,0.071128614,0.28607816,-0.046563648,0.060909756,-0.13896102,-0.24020684,0.3106585,-0.035251904,0.03916562,0.2323148,-0.24792972,-0.20264128,-0.1407191,-0.2157602,-0.13500236,0.1678547,0.16821507,0.027401706,0.15279165,0.32401174,-0.075231045,0.19882706,-0.013005139
s1-34,0.09828821,-0.021694284,0.11392714,-0.107951045,0.07222779,-0.029727072,-0.21632402,-0.22254816,-0.21619138,0.056209415,0.20333786,-0.0062655197,0.1662606,-0.123589724,-0.18573959,0.32603282,-0.09104911,-0.039054096,0.23221828,-0.22945756,-0.1651524,-0.0627526,-0.23351486,-0.049107607,0.09536815,0.17270988,-0.031779416,0.20428325,0.37315387,-0.08180708,0.30611968,-0.06577042
s1-35,0.08325535,-0.07141007,0.10714629,-0.13619411,-0.009901967,-0.123421185,-0.23574117,-0.17739281,-0.20977947,0.0062809037,0.25156912,-0.025867349,0.19397742,-0.10418381,-0.21603596,0.32953918,-0.06762181,-0.07259852,0.26292956,-0.23765253,-0.1275764,-0.023210477,-0.2448465,-0.04127367,0.10249273,0.19872135,-0.057684623,0.1338083,0.3164392,-0.12769464,0.27128893,-0.046847645
s1-36,0.17901936,-0.1314601,0.15182617,-0.22215292,0.0011323541,-0.17903176,-0.29054987,-0.041228242,-0.04754844,0.08158889,0.1701405,0.071396075,-0.17996879,-0.2227923,-0.18387738,0.24221265,-0.022543883,0.08237752,0.09731859,-0.23144531,-0.11672611,0.01572381,-0.21039541,-0.048304867,0.099625304,0.068873614,-0.02107269,0.0739493,0.29293534,0.015261792,0.310207,-0.07922467
s1-37,0.060732886,-0.12300826,0.10573368,-0.1737967,0.20364006,-0.24173531,-0.201406,-0.17103022,-0.044356268,0.14033133,0.29788035,0.06946863,-0.12513803,-0.14231043,-0.13859496,0.14359678,-0.087099545,0.020002406,0.10242875,-0.18558256,-0.089275494,-0.1521492,-0.19527999,-0.2451064,0.18933827,0.11927273,0.0113040535,0.16637671,0.31323034,-0.033725467,0.27834877,-0.2505281
s1-38,0.12430641,-0.31753027,0.13918498,-0.17179662,0.07401786,-0.24163106,-0.25892177,-0.05536953,0.023442958,0.07455579,0.18688253,0.10310696,-0.20283343,-0.23200008,-0.2044707,0.23144323,0.057444654,0.08651188,0.19754608,-0.20910227,-0.0513148,-0.0084312,-0.23168865,-0.00903157,0.17603874,0.06787501,-0.13418502,0.128999,0.27454636,-0.017182047,0.24525033,-0.07706262
s1-39,0.06867745,-0.19805744,0.103582986,-0.17943625,0.1903652,-0.20579675,-0.17351377,-0.131343,-0.06989199,-0.005703382,0.3033505,-0.023635682,0.05385802,-0.19950005,-0.16296858,0.24627548,0.031275906,0.053916793,0.18160424,-0.30134845,-0.17122808,-0.11669871,-0.25741833,-0.18055046,0.18299356,0.08895902,-0.11914222,0.16230339,0.24365756,-0.084838584,0.24616177,-0.11603136
s1-40,0.04652878,-0.07236098,-0.019988053,-0.16620517,0.26600206,-0.0038112774,-0.15966323,-0.29691586,-0.14032046,0.0034514498,0.29078838,0.0037381034,0.028515343,-0.1521149,-0.015776508,0.22970453,-0.16342753,0.008220416,0.07551068,-0.20041111,-0.17158946,-0.025825407,-0.13779342,-0.24926901,0.13791937,0.10624412,0.083190456,0.2312718,0.33186543,0.057983674,0.36368454,-0.1251893
s1-41,0.18888645,0.03995173,0.11546795,-0.17885593,0.03790702,-0.09308766,-0.16071022,-0.3005005,-0.19573,0.06943524,0.19417107,-0.05604899,0.002007231,-0.11697875,-0.09076215,0.25486252,-0.102145165,0.021691667,0.07505967,-0.13342983,-0.051699046,0.0024406426,-0.23583996,-0.1647069,0.14696723,0.1100198,0.17068392,0.17633975,0.3669575,-0.008207079,0.33423296,-0.23045695
s1-42,-0.07267534,-0.31878632,0.087710686,-0.184333,0.034904316,-0.16359603,-0.19619113,-0.12170155,0.08303952,0.1379523,0.35744104,0.11676654,-0.24827868,-0.25732255,-0.21891093,0.10564078,0.0034776628,0.1122334,0.062984705,-0.19842105,-0.11384585,-0.09591808,-0.16597697,-0.15834731,0.19783856,0.029425979,-0.0067541595,0.053858988,0.11234933,0.040374152,0.29955786,-0.25905168
s1-43,0.0006974498,-0.22956912,0.1117035,-0.20289591,0.16366056,-0.09179543,-0.3306942,-0.12435072,-0.06109825,0.1486456,0.26168072,-0.02254918,-0.23512867,-0.19819239,-0.19324109,0.23164524,0.02096906,-0.0054865405,0.0586876,-0.25483042,-0.12039246,-0.149927,-0.13698275,-0.12092045,0.1678887,0.13949782,0.0075782165,0.124699205,0.17735279,0.017443186,0.23492497,-0.21525325
s1-44,-0.08589828,-0.2938925,0.068876676,-0.25659832,0.05903382,-0.15399727,-0.30173758,-0.041196495,0.14979511,0.20687369,0.27424735,0.088186786,-0.391555,-0.22613306,-0.24021268,0.09120649,0.0070692375,0.075628184,0.03832974,-0.19637735,-0.06915124,-0.07339144,-0.15686192,-0.115751974,0.14736691,0.03429472,0.0086184265,0.046787757,0.09303492,0.08741592,0.195541,-0.31298074
s1-45,-0.06283022,-0.35985172,0.15804553,-0.1478661,-0.0322797,-0.2135913,-0.26423535,-0.067411035,0.050386474,0.19012658,0.35658342,0.082839906,-0.29033133,-0.10645311,-0.22522962,0.0749083,0.043530814,0.060989227,0.13748738,-0.20854525,-0.029056713,-0.08229697,-0.13637926,-0.1278153,0.18336138,0.066323735,-0.10214505,0.052751176,0.05237979,-0.08007558,0.22347832,-0.28862587
s1-46,0.017788563,-0.24452417,0.16722465,-0.23006165,-0.019426685,-0.2045869,-0.35194623,-0.05026529,0.2008079,0.15705496,0.13737705,0.025293916,-0.39448503,-0.23066239,-0.23194295,0.15485972,0.14482619,0.0609284,0.08816909,-0.15165487,0.050378166,-0.11226897,-0.19844976,0.012367081,0.13391347,0.0010326905,0.016992923,0.074392475,0.19941348,0.072013915,0.10686175,-0.17581621
s1-47,-0.029713934,-0.28587815,0.07512452,-0.19662173,-0.009758694,-0.27769554,-0.31850314,0.0012058392,0.27009597,0.20322673,0.13627335,0.09786731,-0.4266188,-0.19932905,-0.23402414,0.08789081,0.112673104,0.010926692,0.055128325,-0.09928503,0.0697821,-0.03993433,-0.082883276,0.029132638,0.10958189,0.03399159,-0.0031923866,-0.03046827,0.024856871,0.014356967,0.116399035,-0.2997805
s1-48,-0.0058430936,-0.10041239,0.119373515,-0.14743936,0.18963495,-0.12683095,-0.19372295,-0.24172822,-0.041836932,0.03323493,0.26057136,-0.033664435,0.06828965,-0.1682149,-0.17808849,0.23495616,-0.025987912,0.12311998,0.15995777,-0.22309375,-0.17067963,-0.09430433,-0.17169201,-0.1546773,0.16211607,0.08813174,0.011954654,0.24743575,0.3771299,-0.041327666,0.34612897,0.03740284
s1-49,0.11516988,-0.10871266,0.18002059,-0.30111748,0.14546321,-0.19291906,-0.20051847,-0.15500993,-0.09552329,0.013209188,0.19463298,0.03822677,-0.18550903,-0.14774273,-0.106803104,0.2023792,-0.020268798,0.07858316,0.03883124,-0.12741786,-0.10368842,-0.09940001,-0.25744408,-0.21311697,0.1949701,0.062702194,0.023753375,0.11162088,0.31477135,-0.026741248,0.27528816,-0.24187596
s1-50,0.050116695,0.028226942,0.083056875,-0.25053874,0.25956756,-0.15784144,-0.21167073,-0.10521406,-0.08939821,0.042653605,0.25534594,-0.006982729,-0.098916546,-0.1510326,-0.14748913,0.11386014,-0.19933763,0.023219692,0.13036469,-0.208514,-0.10842316,-0.19795147,-0.13031591,-0.28206432,0.1726562,0.09878804,0.07496135,0.14332896,0.3388169,-0.04425016,0.19230501,-0.23520559
s1-51,0.060668427,-0.1742751,0.18355331,-0.17127624,0.2926105,-0.23130463,-0.21685463,-0.08516482,-0.09859957,-0.009079825,0.2295649,0.05460014,-0.08251513,-0.11335461,-0.10876109,0.15445489,-0.022810802,0.025848813,0.052427046,-0.29857698,-0.18930405,-0.17230949,-0.12643066,-0.20070383,0.21375374,0.13904029,-0.0497705,0.1586241,0.29969734,-0.080865175,0.2594862,-0.17869446
s1-52,0.04796384,-0.23160145,0.05578708,-0.18695718,0.17133465,-0.09545478,-0.25346002,-0.20853671,-0.11360301,-0.01477355,0.21289852,-0.0004141368,0.02970084,-0.2609458,-0.1543468,0.28391993,-0.09025715,0.0013150531,0.20148778,-0.21280965,-0.13049251,-0.09186758,-0.22976878,-0.07560241,0.17144665,0.11110393,-0.091914125,0.15935865,0.3112436,-0.043082505,0.31483877,-0.13260251
s1-53,-0.029450316,-0.35476255,0.12986004,-0.06858198,0.19813642,-0.13305683,-0.19094299,-0.2050753,-0.07020776,-0.014215449,0.31276608,0.09915069,-0.018984267,-0.25361988,-0.082438335,0.19346537,0.04097531,0.09231583,0.16361076,-0.3225531,-0.10597369,-0.095550485,-0.15729186,-0.1726219,0.21838732,0.009115509,-0.020126136,0.10524432,0.21003063,-0.06306036,0.28174236,-0.17619652
s1-54,0.07977192,-0.035755437,0.1396984,-0.081157446,-0.0492507,-0.109189615,-0.22728385,-0.20961791,-0.12749264,0.07941972,0.28332573,-0.01626047,0.2573075,-0.086317666,-0.25067288,0.31714082,-0.075285144,-0.04213845,0.2700332,-0.22198832,-0.14758149,-0.07236258,-0.24784248,-0.03883425,0.13308778,0.11705221,0.0011762585,0.19827758,0.3445179,-0.10148443,0.19005054,0.06423061
s1-55,0.13315025,-0.018890461,0.15810573,-0.09627724,-0.14563817,-0.18334372,-0.19888255,-0.26671475,-0.13014206,0.07659663,0.22224957,-0.015822671,0.20373997,0.02288182,-0.26649457,0.33884433,0.039522223,-0.045259736,0.2401968,-0.1949721,-0.08276416,-0.031436432,-0.23694266,0.031961925,0.09736755,0.1988222,-0.03201516,0.19805747,0.3103373,-0.13349861,0.14651352,0.10920529
s1-56,0.11361702,-0.11214411,0.15439908,-0.12580732,-0.12227848,-0.10765289,-0.2580455,-0.2064921,-0.07700737,0.09879887,0.27412823,0.013530469,0.1048614,-0.043950863,-0.2698541,0.33829552,-0.0028016157,-0.037672162,0.25858438,-0.22722095,-0.117361754,-0.062582925,-0.25849462,-0.0019734846,0.12409513,0.19408704,-0.04855061,0.11692791,0.30577266,-0.122968644,0.28405982,0.030278206
s1-57,0.17853524,-0.05733793,0.09172505,-0.12076225,0.028175618,-0.19463694,-0.12630083,-0.22314018,-0.12373164,0.045635022,0.17980047,-0.036703106,0.12677768,-0.1169816,-0.21777365,0.34811008,-0.01591106,0.010377048,0.13836014,-0.1884903,-0.12387692,0.027206864,-0.19947588,-0.035057403,0.13855968,0.08007233,0.013524933,0.19837199,0.41597635,0.010014936,0.32962233,0.008855373
s1-58,0.07412639,-0.043582402,0.13667233,-0.13462566,0.21326235,-0.081722885,-0.15663546,-0.20423841,-0.15371266,-0.13854758,0.22473076,0.05641734,0.18761663,-0.07393343,-0.06615051,0.2279959,-0.13349232,-0.0006750729,0.20492691,-0.18062684,-0.1582008,-0.007916411,-0.2593157,-0.18135309,0.12577699,0.12343325,-0.025385402,0.17111292,0.37204957,-0.0818648,0.27881673,-0.00021830015
s1-59,0.1684792,-0.05008094,0.12322962,-0.17274734,-0.0784838,-0.27720106,-0.20322092,-0.2415017,-0.11075784,0.05504821,0.2092104,0.025721325,0.045121714,-0.02554822,-0.256434,0.31649595,0.098147385,-0.057491254,0.22047976,-0.27407208,-0.124552324,-0.052748322,-0.20541367,0.013428371,0.15003246,0.16064052,0.026671443,0.16307655,0.36312178,-0.13476318,0.16947944,-0.01577403
s1-60,0.09049985,-0.048593096,0.12852994,-0.065908425,-0.078996815,-0.06558698,-0.18484803,-0.22745746,-0.1524303,0.0956575,0.25484896,-0.07665533,0.2679689,-0.05357729,-0.24167229,0.30128235,-0.048418585,0.012890612,0.2820272,-0.19893408,-0.13996956,-0.047663137,-0.27470928,-0.037501898,0.1064517,0.17025393,-0.06010464,0.14922777,0.3418145,-0.114575475,0.25955617,0.09636875
s1-61,0.08334682,-0.061866507,0.18146363,-0.15135837,0.009282673,-0.06974814,-0.17649499,-0.23152643,-0.2557159,0.013819076,0.2882362,-0.035976186,0.12702473,-0.11381076,-0.17352532,0.31323668,-0.06811096,0.029751077,0.16487108,-0.20691404,-0.12425995,-0.043657117,-0.22471568,-0.088622235,0.1509352,0.16440216,-0.0014701313,0.13991317,0.34949225,-0.11479538,0.34140366,-0.06778056
s1-62,0.12515023,-0.030361889,0.13080774,-0.09672919,-0.017281868,-0.090746984,-0.20593601,-0.25243226,-0.1404039,0.037956588,0.23316352,-0.023151731,0.1893621,-0.09246971,-0.2355468,0.37323385,-0.061606444,-0.06431315,0.28294796,-0.22737253,-0.16793263,-0.014768697,-0.28147024,-0.0045974813,0.0772433,0.16741818,-0.04403392,0.14584428,0.33081877,-0.14851752,0.26393235,0.008559665
s1-63,0.1533137,-0.015186684,0.13691929,-0.12077436,-0.0251754,-0.10619804,-0.18948181,-0.26760507,-0.1538831,0.060893606,0.22959065,-0.060639523,0.18677437,-0.07854485,-0.21417296,0.34747052,-0.047689274,-0.0018948782,0.20286381,-0.20836851,-0.15728574,-0.034576826,-0.2340228,-0.06262925,0.14627326,0.15796292,0.052667122,0.19986205,0.4114405,-0.094796434,0.2655497,0.036770005
