,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
s1-12,0.120658524,0.4446008,-0.30088228,0.3770179,-0.34125987,0.11775431,-0.011829945,0.08755023,-0.2348671,0.18367209,0.19898425,0.020118918,-0.039943747,0.3432268,0.16704021,0.1190226,0.2925273,0.4766162,0.07100972,-0.43439618,-0.14005516,-0.111670464,-0.15066224,-0.08109474,0.03937322,0.08363652,-0.33751634,0.14150693,0.11336156,-0.7964706,0.08265744,0.12407758
s1-13,0.18930328,0.43497515,-0.21793464,0.3421269,-0.3201086,0.10228337,-0.0080111185,0.08339013,-0.24843612,0.16998067,0.25127685,-0.052303404,-0.021009382,0.2436304,0.11196865,0.12975657,0.21273208,0.4499262,0.071911156,-0.3513381,-0.099511795,-0.11430712,-0.09572191,0.001334726,-0.035106186,0.10383554,-0.3094993,0.21906443,0.06604361,-0.74084514,0.08033269,0.14574718
s1-14,0.1724566,0.32698372,-0.22382782,0.17898516,-0.26237324,-0.015935691,0.1528539,-0.09314549,-0.0028390414,0.24118857,0.26064536,0.07960366,-0.07775708,0.36680877,0.049580317,0.09139801,0.13124679,0.42017925,0.17219287,-0.22737017,0.0012554675,-0.1713492,-0.14032497,-0.12591185,0.09960141,0.0779138,-0.35478514,0.24997948,0.14612101,-0.569452,0.18570401,0.10809707
s1-15,0.11216407,0.4925797,-0.24300659,0.30779615,-0.30897126,0.12861665,0.054249566,0.055807993,-0.20601623,0.20647873,0.25435522,-0.037106663,-0.05470665,0.33344713,0.097586714,0.07246705,0.27634445,0.46174982,0.13446347,-0.259207,-0.061271217,-0.1426587,-0.084947415,-0.0012422706,0.01114419,0.0642205,-0.32186076,0.1344343,0.058658943,-0.7369944,0.07632416,0.11524981
s1-16,0.19400775,0.45626545,-0.22428736,0.3248701,-0.36013958,0.14342767,-0.052793607,0.05539006,-0.35374257,0.14468181,0.2529215,-0.06335025,-0.040657002,0.2696029,0.1361772,0.13924733,0.20487706,0.4076601,0.061108287,-0.32452193,-0.18182075,-0.03310485,-0.055649355,-0.016255286,-0.09929171,0.07462898,-0.32913673,0.06564636,0.11054366,-0.8070847,0.12336625,0.1640824
s1-17,0.16587973,0.4226903,-0.28661835,0.3392244,-0.35307148,0.1460877,-0.033450056,0.078743584,-0.33836755,0.15747955,0.17216223,-0.07863548,-0.06628078,0.21976534,0.122076765,0.079416215,0.25425595,0.44114605,0.049490936,-0.38091373,-0.1468882,-0.04881143,-0.120616816,0.04816802,-0.0767783,0.056803945,-0.29560357,0.09656729,0.082746275,-0.8296294,0.014477723,0.12848435
s1-18,-0.07162626,0.7447935,0.07212152,0.24190651,-0.3125543,0.23366362,-0.32455575,0.06003543,-0.33405375,0.03595092,0.26805705,-0.2842948,-0.069858655,0.255885,0.17580894,-0.07853892,0.29967627,0.10548238,0.24162535,-0.15535292,-0.1753931,0.045143377,0.04693446,0.2598343,-0.4007947,-0.040746126,-0.31317875,-0.18422292,0.08088906,-0.7869577,0.08589481,0.091912925
s1-19,-0.027912462,0.80394113,0.04516551,0.31486455,-0.28626183,0.34921274,-0.3327434,0.084829286,-0.3812187,0.09129008,0.31058586,-0.24976535,-0.0036672575,0.21650001,0.17402455,0.008116984,0.1799832,-0.025245951,0.26780465,-0.07292189,-0.26154935,0.07468473,0.03194439,0.26167813,-0.35242727,-0.027139718,-0.25136736,-0.13250908,0.101794325,-0.8451278,0.11153238,0.175512
s1-20,-0.03530394,0.7285195,0.117230065,0.2661839,-0.30507174,0.17079453,-0.2587773,0.025158154,-0.2529276,0.09310956,0.26456708,-0.23056735,-0.037060823,0.2205101,0.16755715,-0.09737728,0.34326974,0.036688752,0.3185344,-0.20283242,-0.13468815,-0.06938386,0.0100469,0.17847736,-0.2890707,-0.06704583,-0.2835843,-0.14824016,0.11167602,-0.7172882,0.17953397,0.09520814
s1-21,-0.122869544,0.92519134,0.27277273,0.15972659,-0.2713695,0.24939771,-0.3068401,0.011008368,-0.311238,0.12248055,0.3752216,-0.36536384,0.04758422,0.29376534,0.17041999,-0.062446088,0.08276332,-0.10323428,0.40205178,0.23754914,-0.1643983,0.11363196,0.16422708,0.32093415,-0.51086324,-0.11041309,-0.29628482,-0.15480481,0.16429847,-0.7290455,0.08830314,0.18373117
s1-22,-0.04437193,0.801157,0.24688938,0.23995163,-0.29349712,0.23720694,-0.27270356,-0.011645347,-0.32185897,0.09326331,0.34066632,-0.23408055,-0.011746253,0.2741241,0.10627354,-0.05922888,0.16874093,-0.08220642,0.3506896,0.038771294,-0.16059062,0.03357104,0.13257042,0.24008536,-0.42806813,-0.09396966,-0.29565352,-0.113490306,0.09170881,-0.71083057,0.11360808,0.120922275
s1-23,0.08974447,0.60787517,0.0488575,0.23817068,-0.36357075,0.28968206,-0.21492435,0.050677437,-0.38308102,0.11538263,0.26744133,-0.24747857,-0.024434999,0.27175152,0.14142779,-0.0067559574,0.24343626,0.28422764,0.2361567,-0.10965208,-0.17053969,-0.049493253,0.08518187,0.20719434,-0.4526163,0.0016631855,-0.28517315,0.005374422,0.07393014,-0.7938281,0.07742063,0.15516391
s1-24,-0.14418586,0.98234975,0.36249834,0.16817026,-0.2845971,0.33471745,-0.39357653,0.023206647,-0.40711132,0.10547775,0.35935768,-0.37761456,0.0336398,0.30476308,0.17457747,-0.057550278,0.046107184,-0.17378806,0.46202752,0.26910898,-0.25228962,0.12201598,0.17174603,0.3826478,-0.62556964,-0.13723226,-0.33171117,-0.24938707,0.12275635,-0.8184555,0.08874249,0.19993524
s1-25,-0.07316506,0.80775034,0.1404802,0.24742183,-0.2834077,0.23682572,-0.35438013,0.07842349,-0.3692483,0.10688581,0.3340206,-0.23420416,-0.0010210298,0.21640214,0.17379285,-0.07502946,0.19453306,-0.048184775,0.30410966,-0.033631846,-0.20153907,0.03286096,0.03853451,0.26086903,-0.40072438,-0.057175506,-0.2911271,-0.12970209,0.09118344,-0.82325757,0.11040824,0.14294697
s1-26,-0.02927953,0.6932464,0.0040067732,0.21887676,-0.2827513,0.19458248,-0.2586359,0.021001237,-0.25307065,0.092514336,0.27292934,-0.16094333,-0.054920748,0.2179466,0.10553132,-0.02856561,0.12070593,-0.024483776,0.27777553,-0.16307932,-0.19520825,0.013375054,0.06200637,0.21111701,-0.19830368,-0.040928993,-0.27377436,-0.1220916,0.0946471,-0.7345454,0.18030308,0.15926382
s1-27,-0.031791333,0.63624096,-0.039974816,0.26852176,-0.29464358,0.13916257,-0.21901876,0.016116431,-0.34761655,0.0432245,0.24970947,-0.14238319,-0.01784249,0.30269116,0.15644158,-0.002324268,0.27024788,0.06746883,0.22389084,-0.24961838,-0.14320844,-0.022976637,0.010529428,0.14844689,-0.20821874,-0.007826827,-0.27075174,-0.062270556,0.10722637,-0.7328914,0.19913833,0.0988155
s1-28,-0.12457168,0.8460716,0.2635749,0.14784177,-0.30449033,0.3085281,-0.4152804,0.034707323,-0.43822855,0.10457439,0.30471164,-0.38164395,-0.019698776,0.25169855,0.15255958,-0.1375857,0.21226655,-0.10988613,0.39735585,0.10151452,-0.21350516,0.05912154,0.109383844,0.30825317,-0.5823273,-0.11643971,-0.29295385,-0.17479914,0.10062911,-0.83005166,0.10531249,0.19624001
s1-29,0.1271086,0.6069486,0.017200762,0.2737017,-0.3207135,0.22073069,-0.120190546,0.084215626,-0.34067735,0.14433233,0.29338577,-0.1719636,-0.015742382,0.24158895,0.15655543,0.027596017,0.12967856,0.28163147,0.19606964,-0.11227416,-0.17419416,-0.08019871,0.021866418,0.13302702,-0.33098122,0.0646393,-0.33552992,0.03133272,0.054848373,-0.77325404,0.13089103,0.17851268
s1-30,-0.11738369,0.70128673,-0.01266774,0.23871054,-0.33619604,0.11177504,-0.13977706,0.019533193,-0.17111488,0.1336738,0.29287475,-0.19819146,-0.038682073,0.28371406,0.17581525,-0.05343735,0.24425016,0.11906533,0.26391587,-0.19599748,-0.072801754,-0.11040144,0.03614148,0.15343902,-0.14420873,-0.049883638,-0.34435883,-0.05192359,0.1706683,-0.6532314,0.17230913,0.10377268
s1-31,-0.1321288,0.9001191,0.33901778,0.16469866,-0.3373497,0.3194718,-0.4366706,-0.002990677,-0.43149218,0.047569625,0.32996795,-0.4104347,0.011402396,0.16630232,0.15143922,-0.105953075,0.117095724,-0.18195204,0.39195156,0.18538933,-0.25262147,0.056851733,0.18339452,0.38859838,-0.65958893,-0.10155425,-0.28574777,-0.24584515,0.12344772,-0.7835494,0.07830516,0.12948403
s1-32,-0.17347918,0.94020116,0.26811573,0.19051364,-0.28455392,0.37221447,-0.42779726,0.05133344,-0.43675303,0.05947877,0.35379747,-0.4307765,0.022254076,0.15720153,0.14970046,-0.09857041,0.16364776,-0.18112525,0.38191882,0.15962102,-0.24152319,0.16153587,0.14564572,0.31475052,-0.56904614,-0.05805595,-0.2731463,-0.19841406,0.11332808,-0.8083229,0.046629667,0.1470979
s1-33,-0.013209847,0.70422345,-0.035758674,0.3247752,-0.2843763,0.24648023,-0.21604317,0.07246038,-0.38055712,0.11302318,0.28243575,-0.19347522,-0.016188608,0.23426257,0.14495532,0.042192303,0.10721811,0.06859579,0.21981852,-0.1117716,-0.24157186,0.046644468,-0.025043316,0.16409917,-0.2774037,-0.0037096043,-0.28527355,-0.033748295,0.108702965,-0.8303785,0.061835203,0.21064427
s1-34,-0.19070289,0.9848558,0.4494751,0.16083233,-0.27346584,0.38026002,-0.45591584,0.016358014,-0.36762273,0.061513484,0.35498598,-0.39040756,-0.015929468,0.19623367,0.19068205,-0.14651373,0.015100285,-0.25949788,0.47950545,0.2750897,-0.24872237,0.148254,0.21182789,0.42386806,-0.70833755,-0.12856689,-0.29140437,-0.25932062,0.08691952,-0.78370315,0.08896651,0.23488598
s1-35,-0.04033678,0.6451857,-0.012284599,0.25751844,-0.29856166,0.15920837,-0.24413954,0.05442896,-0.29217324,0.1381752,0.24441202,-0.17151368,-0.044929422,0.22048785,0.14403936,-0.0229364,0.25321954,0.074263595,0.17923248,-0.21646808,-0.158467,-0.031971224,-0.02876725,0.14318454,-0.22713949,0.010372399,-0.29083857,-0.03763311,0.079013355,-0.77513677,0.09486675,0.07409005
s1-36,0.17432773,0.41408196,-0.24244785,0.3389998,-0.36350453,0.13072698,0.01110825,0.11651761,-0.24495053,0.18030934,0.16939652,-0.016265862,-0.05079279,0.37550628,0.11970425,0.08786379,0.32869184,0.508369,0.062005468,-0.41240722,-0.10211384,-0.14913079,-0.16741265,-0.033411823,-0.036930718,0.095449746,-0.3092906,0.19712357,0.014600843,-0.77162504,0.087318875,0.122689754
s1-37,0.23716529,0.42142177,-0.22091103,0.380928,-0.33009124,0.11089724,0.019029666,0.06891468,-0.1906338,0.19494379,0.16010813,-0.014316014,-0.06829834,0.38126677,0.107547425,0.051189426,0.43613133,0.49728745,0.10215053,-0.52778435,-0.1137991,-0.13602367,-0.13764557,-0.059731398,-0.037066214,0.09962338,-0.3349453,0.13978186,0.025116336,-0.71623415,0.116338685,0.054361682
s1-38,0.22689931,0.42706895,-0.28301653,0.32141617,-0.3017969,0.1769758,-0.038158406,0.061984144,-0.29429087,0.1758783,0.2001531,-0.10071594,-0.012779954,0.32037023,0.09971781,0.13253334,0.25332385,0.40584943,0.0803501,-0.3844651,-0.18074153,-0.057497244,-0.18792264,-0.0027963358,-0.07774337,0.077377856,-0.30130428,0.14323507,0.081126615,-0.8221512,0.05727393,0.16101238
s1-39,0.14251485,0.5629245,-0.13688043,0.32126403,-0.3734951,0.13612597,-0.109646805,0.02640443,-0.31688076,0.14351392,0.22736871,-0.025454998,-0.0154792145,0.24996716,0.11333264,0.029595666,0.28012055,0.31015456,0.11051909,-0.33312517,-0.1371417,-0.041020818,-0.14057201,0.021285227,-0.17048125,0.0016809597,-0.31278127,-0.012918545,0.06740615,-0.762753,0.08537781,0.15345807
s1-40,0.15160224,0.42079747,-0.28615013,0.340023,-0.2926505,0.102874964,0.074913576,0.018120052,-0.25893155,0.1941602,0.24227512,-0.05877991,-0.023185518,0.34686962,0.11443527,0.15239507,0.2383081,0.4074848,0.12132552,-0.2785386,-0.17236379,-0.12839815,-0.12783541,-0.084147565,-0.011331224,0.06870306,-0.3184251,0.1882057,0.10096087,-0.79090524,0.124256104,0.21857587
s1-41,0.15760826,0.4426315,-0.25648132,0.2995502,-0.36450872,0.12703441,0.0172333,0.023422064,-0.23732696,0.1832182,0.21880922,0.023151115,-0.04187231,0.32376704,0.1515247,0.08071758,0.24650952,0.4365526,0.12875591,-0.36515805,-0.14254431,-0.12362336,-0.14762998,-0.07733897,0.0085386,0.04283482,-0.34341732,0.20185436,0.09872358,-0.7346283,0.13894276,0.13419294
s1-42,0.28952733,0.075673915,-0.38375488,0.34166777,-0.20120963,0.15906264,-0.2787379,0.11847807,-0.3339912,-0.017648367,0.11333155,0.014839917,-0.098267436,-0.36865857,0.095977575,0.21668887,0.32897273,0.43792525,-0.18722361,-0.86030656,-0.2669674,0.09523415,-0.13034163,-0.011573857,0.039126173,0.12376196,-0.10053762,0.079050206,0.06528573,-0.75500166,0.17951214,0.08385629
s1-43,0.32563445,0.22932273,-0.29877874,0.38708323,-0.29879358,0.27871218,-0.3258887,0.13474819,-0.38845354,0.06228425,0.10568326,-0.064922236,-0.061577827,-0.26728597,0.09606011,0.20474115,0.3789488,0.4081019,-0.12600642,-0.646627,-0.32908416,0.13871703,-0.08189234,0.10452331,-0.1531839,0.1317436,-0.12254477,0.0787515,-0.04086317,-0.85621554,0.07047341,0.14219259
s1-44,0.31957754,0.14570908,-0.35857695,0.36704108,-0.29722404,0.21973313,-0.22139893,0.080848046,-0.27380556,0.02521344,0.10588287,-0.038050737,-0.09391113,-0.31409997,0.05236949,0.17358017,0.35430512,0.4827413,-0.15620281,-0.7372311,-0.23990725,0.07957943,-0.1238087,-0.02211532,0.010752555,0.11353839,-0.10728928,0.121343374,0.04764192,-0.8226915,0.08712365,0.15044768
s1-45,0.29082,0.19861853,-0.3966677,0.354632,-0.2952693,0.17650536,-0.19591719,0.10221035,-0.32208118,0.052567784,0.12937398,-0.02292255,-0.04872594,-0.2378118,0.10247696,0.21314918,0.3475751,0.482887,-0.14586566,-0.7082333,-0.25571933,0.06921708,-0.09387858,-0.021881606,0.016935876,0.104248464,-0.15285534,0.110640414,0.018710487,-0.76661366,0.13336061,0.18869586
s1-46,0.3249082,0.1650644,-0.3462459,0.40419573,-0.26058713,0.23465988,-0.32048956,0.13435633,-0.4943545,-0.032398596,0.1190774,-0.06816439,-0.07669941,-0.36950466,0.104237944,0.19951522,0.35820797,0.37622944,-0.16166274,-0.69809073,-0.32329494,0.09065822,-0.13029614,0.06268274,-0.06562187,0.11284005,-0.09567853,0.01508252,0.0527198,-0.91056556,0.070513315,0.18526244
s1-47,0.2825256,0.11332708,-0.34238112,0.36378133,-0.27028197,0.20533688,-0.2576349,0.11270504,-0.42775947,-8.07886e-06,0.124305435,-0.030559838,-0.08186373,-0.3380453,0.07575392,0.19731572,0.42192242,0.4178108,-0.16311516,-0.6945648,-0.32568842,0.1085163,-0.1097559,0.02047472,-0.07781621,0.11646973,-0.121205874,0.09155167,0.05313736,-0.8300571,0.08293822,0.1422137
s1-48,0.19716817,0.41353148,-0.2122259,0.29270685,-0.286649,0.08728111,-0.0004052166,0.0053997617,-0.1248306,0.16923252,0.18151075,0.052004054,-0.06175413,0.27368897,0.12897621,0.044551983,0.28774983,0.40371504,0.05706304,-0.48856884,-0.057953916,-0.122333966,-0.12304862,-0.10134057,0.06128646,0.06486579,-0.30371678,0.09980269,0.022619532,-0.6725595,0.2353202,0.10657152
s1-49,0.19307138,0.34708804,-0.44153634,0.32425323,-0.31703237,0.1169483,0.06356207,0.09075662,-0.32855317,0.17910554,0.19311072,0.01544437,-0.041403536,0.27920836,0.12728271,0.17151192,0.20404023,0.550506,0.035208188,-0.42059973,-0.14806157,-0.10920079,-0.24578148,-0.091805205,0.08734095,0.121417485,-0.33624524,0.2426304,0.061227873,-0.85720944,0.10629625,0.17772023
s1-50,0.16053152,0.5117501,-0.22791447,0.38430026,-0.31151545,0.2320472,-0.03980082,0.058354434,-0.32186362,0.17829761,0.2831539,-0.09672712,0.012490467,0.30000624,0.117523685,0.13561071,0.09515068,0.316626,0.09618,-0.18685196,-0.1854744,-0.010149028,-0.098304965,0.031915903,-0.09650106,0.058777757,-0.3080952,0.107889615,0.080789626,-0.8760211,0.05886324,0.20945756
s1-51,0.20474131,0.37727046,-0.30503088,0.36016238,-0.35197046,0.0830919,0.02050478,0.05740747,-0.2162728,0.19466823,0.2202978,0.006104032,-0.050911393,0.3268773,0.08600796,0.11695571,0.33135393,0.5408959,0.06528955,-0.46903682,-0.07276306,-0.12413299,-0.16789576,-0.09616416,0.07975349,0.08010709,-0.3477253,0.20767416,0.039788924,-0.70891804,0.12367096,0.15432481
s1-52,0.13397585,0.4910536,-0.1451638,0.30732992,-0.3499724,0.03817575,0.038909405,-0.003260046,-0.20215604,0.2124606,0.24919315,-0.055505715,-0.0069046775,0.44234386,0.095738456,0.10588019,0.2352693,0.4771671,0.15769845,-0.23841019,-0.079695165,-0.1344102,-0.097555734,0.002337978,-0.11408507,0.036857247,-0.34030873,0.14807503,0.1042254,-0.6973624,0.051655315,0.14058767
s1-53,0.1498778,0.3512712,-0.23447363,0.32591242,-0.31421787,0.041045856,-0.03415415,0.061961904,-0.2682673,0.06877986,0.1091332,0.0114117,-0.09221907,0.25092533,0.1169571,0.077527076,0.49932894,0.43654084,0.06859748,-0.62150675,-0.08222815,-0.16639785,-0.12798746,-0.059235036,-0.033891607,0.08627243,-0.2677387,0.09787065,0.073728904,-0.64924335,0.21604817,0.059599444
s1-54,-0.07340158,0.83492833,0.34044605,0.16163085,-0.31871668,0.27810332,-0.40103438,-0.0026508863,-0.33340412,0.06555051,0.33228442,-0.40249395,-0.03816325,0.17679814,0.1718225,-0.17566091,0.22664288,-0.04262187,0.36020347,0.070537455,-0.18768422,0.030112632,0.18013494,0.33790922,-0.6203747,-0.13667479,-0.2722469,-0.2542527,0.10866409,-0.6955269,0.12848517,0.11598426
s1-55,0.11304242,0.59941506,-0.05358527,0.3455992,-0.30727285,0.20164774,-0.10047476,0.05558403,-0.28107122,0.16890042,0.23161104,-0.1253807,-0.062099244,0.38621387,0.15638988,0.018093819,0.1918858,0.31015068,0.21219312,-0.23025909,-0.15868638,-0.04305142,-0.013902462,0.078438684,-0.2660329,0.055628587,-0.31913283,-0.001273885,0.115385115,-0.77955717,0.06618806,0.17305844
s1-56,-0.21809134,0.9480461,0.357116,0.13995966,-0.29645064,0.29591686,-0.40139154,0.003049039,-0.3637912,0.067423925,0.37340757,-0.48365355,0.0056115533,0.34499848,0.20121177,-0.193316,0.1935828,-0.14598283,0.43987668,0.22521366,-0.20748208,0.08433214,0.2082271,0.386,-0.65186405,-0.14271966,-0.27089417,-0.23995486,0.13198988,-0.747391,0.15279321,0.17060423
s1-57,-0.14514902,0.87388337,0.17840329,0.23153134,-0.3044251,0.29396906,-0.31815243,0.08011351,-0.38122773,0.112318605,0.34351304,-0.30059326,-0.0116680935,0.27591023,0.1586011,-0.04826318,0.1948116,-0.027154354,0.34892774,0.09933641,-0.20717733,0.036734827,0.13664548,0.29617205,-0.4556073,-0.073145434,-0.28656268,-0.18857166,0.09305226,-0.7815154,0.043868944,0.10050768
s1-58,-0.005541141,0.7201957,-0.028790053,0.29809642,-0.31714693,0.25708756,-0.34156397,0.11439374,-0.4427756,0.049843308,0.24693607,-0.25154278,-0.04603927,0.13933371,0.18447946,0.018751927,0.2881218,0.041409504,0.1618763,-0.21244094,-0.24874748,0.06307653,0.036338054,0.2741015,-0.34216255,-0.008747192,-0.2367579,-0.13028023,0.08469484,-0.8445061,0.10067138,0.13981457
s1-59,-0.09702286,0.8199783,0.06656361,0.25412405,-0.3172992,0.26870838,-0.33353433,0.085091226,-0.38537607,0.08138055,0.25248516,-0.30965117,-0.056245748,0.22617191,0.19358458,-0.06489919,0.32660252,-0.010403173,0.283034,-0.121663705,-0.19334412,0.040561754,0.018616267,0.25610778,-0.41029435,-0.0031809239,-0.28051296,-0.1080473,0.096541196,-0.7931936,0.13579266,0.086448565
s1-60,0.008274246,0.68368524,0.11793376,0.18095791,-0.324364,0.2794357,-0.18681431,0.035110466,-0.3614651,0.08061971,0.27290657,-0.31289238,-0.043645915,0.22896528,0.17783597,-0.061305612,0.15466624,0.22856408,0.28356528,-0.046289105,-0.15475371,-0.07011962,0.10301361,0.24673118,-0.46352226,0.007818031,-0.28056547,-0.059044424,0.07676392,-0.7796927,0.12699088,0.12129015
s1-61,-0.17460711,0.9459913,0.29559222,0.1575218,-0.31307745,0.3327233,-0.32878518,0.007047869,-0.36599678,0.095456675,0.3758579,-0.39390847,0.016060045,0.26630133,0.17514037,-0.11249877,0.029164148,-0.06688126,0.39106062,0.2107842,-0.21013057,0.074036516,0.15833002,0.33899492,-0.5891432,-0.09899998,-0.30244857,-0.18930297,0.16580476,-0.7533601,0.0822252,0.18710184
s1-62,-0.17858803,0.92206323,0.40371752,0.12901579,-0.28585866,0.3672905,-0.47064278,0.02710024,-0.38545907,0.036435235,0.36106145,-0.4508642,-0.014978377,0.19305961,0.15318175,-0.15054302,0.120470285,-0.20631874,0.43153632,0.26101553,-0.23325133,0.11551281,0.26191434,0.4425523,-0.7164846,-0.1300043,-0.25727826,-0.30038792,0.10657109,-0.76145786,0.087729745,0.19593126
s1-63,-0.048264325,0.71975,0.09377522,0.19674121,-0.27838594,0.18959583,-0.23348603,-0.021319544,-0.3177965,0.092860736,0.27825502,-0.19818452,-0.05921403,0.32149172,0.046231806,-0.08823944,0.3341347,0.07057866,0.27841088,-0.15559731,-0.14683935,-0.021988297,0.043552354,0.1451959,-0.36501694,-0.08383059,-0.27740023,-0.051944934,0.08860624,-0.7041195,0.11122111,0.07515861
s1-64,-0.1137801,0.7837382,0.16280939,0.2073671,-0.28132096,0.23178269,-0.31569493,0.025939485,-0.3194343,0.07034706,0.2732241,-0.27555794,-0.05529947,0.23775488,0.17034741,-0.07207235,0.23704083,-0.04091432,0.32334518,0.01552795,-0.18798527,0.027405497,0.103509955,0.25751454,-0.3881849,-0.05601823,-0.2708429,-0.162315,0.058964018,-0.76519066,0.13762595,0.11779263
